"","District","Bed","Station","set_lat","set_lon","haul","Sampler","species_code","size_class","scallop_no","sex","gonad","shell_height","first_annulus","field_age","mud_blister","worm","shell_damage","round_weight","meat_condition","meat_weight"
"833","WKI","WK1","K35",59.763,-144.745,5,"MDS",74120,1,1,1,3,137,26,11,0,1,0,0.231,0,0.019
"834","WKI","WK1","K35",59.763,-144.745,7,"MDS",74120,1,6,1,3,139,30,11,0,0,0,0.255,0,0.017
"835","WKI","WK1","K35",59.763,-144.745,7,"MDS",74120,1,9,2,3,143,25,11,0,1,0,0.222,0,0.02
"836","WKI","WK1","K35",59.763,-144.745,6,"MDS",74120,1,5,2,3,144,29,11,0,0,0,0.253,0,0.02
"837","WKI","WK1","K35",59.763,-144.745,16,"MDS",74120,1,3,2,3,199,26,11,0,1,3,0.122,0,0.013
"838","WKI","WK1","K35",59.763,-144.745,13,"MDS",74120,1,3,2,3,128,37,12,0,0,0,0.143,0,0.014
"839","WKI","WK1","K35",59.763,-144.745,13,"MDS",74120,1,4,2,3,131,35,12,0,0,0,0.175,0,0.017
"840","WKI","WK1","K35",59.763,-144.745,7,"MDS",74120,1,1,2,3,136,33,12,0,0,0,0.21,0,0.019
"841","WKI","WK1","K35",59.763,-144.745,15,"MDS",74120,1,1,1,2,147,29,12,0,0,0,0.214,0,0.023
"842","WKI","WK1","K35",59.763,-144.745,11,"MDS",74120,1,3,1,3,132,34,13,0,0,0,0.15,0,0.014
"843","WKI","WK1","K35",59.763,-144.745,16,"MDS",74120,1,4,1,3,135,23,13,0,0,0,0.23,0,0.021
"844","WKI","WK1","K35",59.763,-144.745,14,"MDS",74120,1,4,2,3,137,30,14,0,0,3,0.316,0,0.018
"845","WKI","WK1","K35",59.763,-144.745,14,"MDS",74120,1,6,1,1,137,31,15,0,0,0,0.233,0,0.009
"846","WKI","WK1","K35",59.763,-144.745,13,"MDS",74120,1,5,0,1,140,36,15,0,0,0,0.124,0,0.008
"847","WKI","WK1","K35",59.763,-144.745,15,"MDS",74120,1,2,2,2,152,24,15,0,0,0,0.322,0,0.027
"848","WKI","WK1","K35",59.763,-144.745,14,"MDS",74120,1,3,2,3,134,34,16,0,0,3,0.168,0,0.012
"849","WKI","WK1","K35",59.763,-144.745,14,"MDS",74120,1,2,1,3,136,30,16,0,0,0,0.189,0,0.013
"850","WKI","WK1","K35",59.763,-144.745,11,"MDS",74120,1,6,1,2,149,30,17,0,1,0,0.197,0,0.016
"851","WKI","WK1","K35",59.763,-144.745,11,"MDS",74120,1,1,1,3,139,30,18,0,1,0,0.246,0,0.016
"852","WKI","WK1","K35",59.763,-144.745,11,"MDS",74120,1,9,1,2,139,35,19,1,0,0,0.197,0,0.014
"853","WKI","WK1","K35",59.763,-144.745,11,"MDS",74120,1,7,1,3,141,31,19,0,0,0,0.259,0,0.015
"854","WKI","WK1","K35",59.763,-144.745,11,"MDS",74120,1,2,1,1,144,29,21,0,1,0,0.228,0,0.013
"855","WKI","WK1","L34",59.731,-144.801,4,"MDS",74120,1,5,2,3,98,30,3,0,0,0,0.085,0,0.012
"856","WKI","WK1","L34",59.731,-144.801,4,"MDS",74120,1,10,1,3,101,31,3,0,0,0,0.094,0,0.008
"857","WKI","WK1","L34",59.731,-144.801,1,"MDS",74120,1,2,2,3,103,22,3,0,0,0,0.093,0,0.009
"858","WKI","WK1","L34",59.731,-144.801,1,"MDS",74120,1,1,0,0,104,21,3,0,0,1,0.081,0,0.007
"859","WKI","WK1","L34",59.731,-144.801,9,"MDS",74120,1,4,1,3,101,23,4,0,0,0,0.09,0,0.006
"860","WKI","WK1","L34",59.731,-144.801,1,"MDS",74120,1,7,1,3,105,22,4,0,0,0,0.111,0,0.013
"861","WKI","WK1","L34",59.731,-144.801,8,"MDS",74120,1,5,2,3,113,26,4,0,0,0,0.115,0,0.011
"862","WKI","WK1","L34",59.731,-144.801,9,"MDS",74120,1,10,1,3,118,28,4,0,0,0,0.129,0,0.01
"863","WKI","WK1","L34",59.731,-144.801,4,"MDS",74120,1,4,1,3,109,30,5,0,0,0,0.138,0,0.01
"864","WKI","WK1","L34",59.731,-144.801,4,"MDS",74120,1,9,1,3,111,36,5,0,1,0,0.132,0,0.012
"865","WKI","WK1","L34",59.731,-144.801,4,"MDS",74120,1,8,1,3,111,33,5,0,0,0,0.111,0,0.011
"866","WKI","WK1","L34",59.731,-144.801,9,"MDS",74120,1,6,2,3,116,38,5,0,0,0,0.128,0,0.009
"867","WKI","WK1","L34",59.731,-144.801,10,"MDS",74120,1,9,2,3,116,37,5,0,0,0,0.142,0,0.015
"868","WKI","WK1","L34",59.731,-144.801,3,"MDS",74120,1,3,1,3,116,35,5,0,0,0,0.128,0,0.013
"869","WKI","WK1","L34",59.731,-144.801,10,"MDS",74120,1,8,1,3,117,34,5,0,0,0,0.143,0,0.013
"870","WKI","WK1","L34",59.731,-144.801,8,"MDS",74120,1,10,2,3,117,32,5,0,0,0,0.136,0,0.011
"871","WKI","WK1","L34",59.731,-144.801,9,"MDS",74120,1,9,1,3,117,31,5,0,0,0,0.138,0,0.008
"872","WKI","WK1","L34",59.731,-144.801,17,"MDS",74120,1,7,1,3,117,21,5,0,0,0,0.166,0,0.013
"873","WKI","WK1","L34",59.731,-144.801,9,"MDS",74120,1,8,1,3,118,35,5,0,0,0,0.127,0,0.009
"874","WKI","WK1","L34",59.731,-144.801,5,"MDS",74120,1,8,2,3,118,32,5,0,0,0,0.16,0,0.012
"875","WKI","WK1","L34",59.731,-144.801,17,"MDS",74120,1,2,2,3,119,35,5,0,0,0,0.156,0,0.013
"876","WKI","WK1","L34",59.731,-144.801,17,"MDS",74120,1,10,1,3,119,33,5,0,0,0,0.16,0,0.024
"877","WKI","WK1","L34",59.731,-144.801,17,"MDS",74120,1,9,1,3,119,30,5,0,0,0,0.154,0,0.011
"878","WKI","WK1","L34",59.731,-144.801,10,"MDS",74120,1,4,1,3,119,29,5,0,0,0,0.155,0,0.015
"879","WKI","WK1","L34",59.731,-144.801,8,"MDS",74120,1,1,2,3,120,36,5,0,0,0,0.18,0,0.015
"880","WKI","WK1","L34",59.731,-144.801,17,"MDS",74120,1,3,2,3,120,31,5,0,0,0,0.17,0,0.012
"881","WKI","WK1","L34",59.731,-144.801,8,"MDS",74120,1,2,1,3,122,33,5,0,0,0,0.192,0,0.03
"882","WKI","WK1","L34",59.731,-144.801,10,"MDS",74120,1,6,1,3,123,34,5,0,0,0,0.131,0,0.016
"883","WKI","WK1","L34",59.731,-144.801,9,"MDS",74120,1,5,2,3,123,32,5,0,0,0,0.047,0,0.01
"884","WKI","WK1","L34",59.731,-144.801,1,"MDS",74120,1,9,1,3,124,34,5,0,0,0,0.145,0,0.017
"885","WKI","WK1","L34",59.731,-144.801,10,"MDS",74120,1,2,2,1,110,35,6,1,0,0,0.112,0,0.009
"886","WKI","WK1","L34",59.731,-144.801,4,"MDS",74120,1,3,2,3,110,31,6,0,0,0,0.128,0,0.014
"887","WKI","WK1","L34",59.731,-144.801,4,"MDS",74120,1,7,1,3,112,31,6,0,0,0,0.128,0,0.012
"888","WKI","WK1","L34",59.731,-144.801,5,"MDS",74120,1,5,1,3,113,35,6,0,0,0,0.115,0,0.009
"889","WKI","WK1","L34",59.731,-144.801,5,"MDS",74120,1,10,2,3,114,22,6,0,1,0,0.129,0,0.011
"890","WKI","WK1","L34",59.731,-144.801,5,"MDS",74120,1,9,2,3,115,38,6,0,0,0,0.15,0,0.011
"891","WKI","WK1","L34",59.731,-144.801,5,"MDS",74120,1,7,1,3,116,37,6,0,0,3,0.149,0,0.014
"892","WKI","WK1","L34",59.731,-144.801,5,"MDS",74120,1,2,1,3,118,30,6,0,0,0,0.152,0,0.013
"893","WKI","WK1","L34",59.731,-144.801,4,"MDS",74120,1,2,2,3,119,33,6,0,0,0,0.158,0,0.009
"894","WKI","WK1","L34",59.731,-144.801,14,"MDS",74120,1,5,1,3,119,33,6,0,0,0,0.115,0,0.012
"895","WKI","WK1","L34",59.731,-144.801,9,"MDS",74120,1,3,1,3,119,29,6,0,0,0,0.182,0,0.014
"896","WKI","WK1","L34",59.731,-144.801,1,"MDS",74120,1,6,2,3,119,24,6,0,0,0,0.151,0,0.016
"897","WKI","WK1","L34",59.731,-144.801,10,"MDS",74120,1,7,2,3,120,30,6,0,0,0,0.133,0,0.014
"898","WKI","WK1","L34",59.731,-144.801,8,"MDS",74120,1,4,2,3,122,36,6,0,0,0,0.18,0,0.013
"899","WKI","WK1","L34",59.731,-144.801,9,"MDS",74120,1,7,1,3,122,32,6,0,0,0,0.16,0,0.012
"900","WKI","WK1","L34",59.731,-144.801,17,"MDS",74120,1,8,1,3,123,25,6,0,0,0,0.14,0,0.007
"901","WKI","WK1","L34",59.731,-144.801,8,"MDS",74120,1,6,1,3,127,28,6,0,0,0,0.173,0,0.013
"902","WKI","WK1","L34",59.731,-144.801,1,"MDS",74120,1,4,1,3,127,20,6,0,0,0,0.151,0,0.013
"903","WKI","WK1","L34",59.731,-144.801,8,"MDS",74120,1,3,1,3,128,21,6,0,0,0,0.153,0,0.013
"904","WKI","WK1","L34",59.731,-144.801,17,"MDS",74120,1,4,2,3,129,29,6,0,0,0,0.16,0,0.013
"905","WKI","WK1","L34",59.731,-144.801,10,"MDS",74120,1,5,2,3,130,34,6,0,0,0,0.188,0,0.016
"906","WKI","WK1","L34",59.731,-144.801,1,"MDS",74120,1,3,1,3,136,24,6,0,0,0,0.151,0,0.017
"907","WKI","WK1","L34",59.731,-144.801,5,"MDS",74120,1,4,1,3,115,28,7,0,0,0,0.139,0,0.01
"908","WKI","WK1","L34",59.731,-144.801,10,"MDS",74120,1,3,1,3,115,27,7,0,1,0,0.143,0,0.013
"909","WKI","WK1","L34",59.731,-144.801,6,"MDS",74120,1,3,1,3,117,35,7,0,0,0,0.15,0,0.009
"910","WKI","WK1","L34",59.731,-144.801,13,"MDS",74120,1,6,1,3,118,34,7,0,0,2,0.131,0,0.013
"911","WKI","WK1","L34",59.731,-144.801,10,"MDS",74120,1,10,2,3,120,32,7,0,0,0,0.155,0,0.01
"912","WKI","WK1","L34",59.731,-144.801,7,"MDS",74120,1,3,1,3,121,31,7,0,0,0,0.139,0,0.015
"913","WKI","WK1","L34",59.731,-144.801,5,"MDS",74120,1,3,1,3,126,29,7,0,0,0,0.174,0,0.016
"914","WKI","WK1","L34",59.731,-144.801,8,"MDS",74120,1,9,2,3,127,22,7,0,0,0,0.179,0,0.016
"915","WKI","WK1","L34",59.731,-144.801,16,"MDS",74120,1,2,1,3,130,38,7,0,0,0,0.128,0,0.017
"916","WKI","WK1","L34",59.731,-144.801,4,"MDS",74120,1,1,1,3,110,24,8,0,0,0,0.131,0,0.009
"917","WKI","WK1","L34",59.731,-144.801,6,"MDS",74120,1,4,2,3,119,23,8,0,1,0,0.162,0,0.014
"918","WKI","WK1","L34",59.731,-144.801,9,"MDS",74120,1,1,2,3,123,33,8,0,0,0,0.185,0,0.017
"919","WKI","WK1","L34",59.731,-144.801,17,"MDS",74120,1,5,1,3,124,26,8,0,0,0,0.168,0,0.008
"920","WKI","WK1","L34",59.731,-144.801,13,"MDS",74120,1,1,1,3,127,30,8,0,0,0,0.184,0,0.017
"921","WKI","WK1","L34",59.731,-144.801,6,"MDS",74120,1,6,2,3,128,23,8,0,0,0,0.174,0,0.015
"922","WKI","WK1","L34",59.731,-144.801,3,"MDS",74120,1,5,2,3,129,27,8,0,0,0,0.218,0,0.016
"923","WKI","WK1","L34",59.731,-144.801,8,"MDS",74120,1,8,2,3,130,21,8,0,0,0,0.243,0,0.02
"924","WKI","WK1","L34",59.731,-144.801,8,"MDS",74120,1,7,2,3,135,25,8,0,0,0,0.226,0,0.02
"925","WKI","WK1","L34",59.731,-144.801,7,"MDS",74120,1,10,2,3,113,24,9,0,0,0,0.121,0,0.011
"926","WKI","WK1","L34",59.731,-144.801,4,"MDS",74120,1,6,2,3,122,21,9,0,0,0,0.157,0,0.013
"927","WKI","WK1","L34",59.731,-144.801,5,"MDS",74120,1,6,2,3,124,27,9,0,0,0,0.166,0,0.014
"928","WKI","WK1","L34",59.731,-144.801,3,"MDS",74120,1,6,2,3,127,35,9,0,0,0,0.168,0,0.018
"929","WKI","WK1","L34",59.731,-144.801,1,"MDS",74120,1,10,1,3,129,28,9,0,0,0,0.165,0,0.017
"930","WKI","WK1","L34",59.731,-144.801,13,"MDS",74120,1,2,1,3,132,32,9,0,0,0,0.174,0,0.016
"931","WKI","WK1","L34",59.731,-144.801,3,"MDS",74120,1,2,1,3,132,27,9,0,1,0,0.161,0,0.017
"932","WKI","WK1","L34",59.731,-144.801,1,"MDS",74120,1,5,1,3,134,22,9,0,0,1,0.188,0,0.02
"933","WKI","WK1","L34",59.731,-144.801,15,"MDS",74120,1,3,2,2,139,27,9,1,0,0,0.213,0,0.018
"934","WKI","WK1","L34",59.731,-144.801,3,"MDS",74120,1,8,2,3,118,29,10,0,0,0,0.168,0,0.017
"935","WKI","WK1","L34",59.731,-144.801,14,"MDS",74120,1,1,1,3,126,27,10,0,0,0,0.154,0,0.012
"936","WKI","WK1","L34",59.731,-144.801,3,"MDS",74120,1,10,2,3,127,30,10,0,0,0,0.165,0,0.016
"937","WKI","WK1","L34",59.731,-144.801,6,"MDS",74120,1,10,1,3,127,21,10,0,1,0,0.221,0,0.021
"938","WKI","WK1","L34",59.731,-144.801,14,"MDS",74120,1,7,2,3,128,29,10,0,0,0,0.161,0,0.016
"939","WKI","WK1","L34",59.731,-144.801,3,"MDS",74120,1,4,2,3,128,23,10,0,0,0,0.155,0,0.015
"940","WKI","WK1","L34",59.731,-144.801,9,"MDS",74120,1,2,1,3,129,24,10,0,0,0,0.169,0,0.011
"941","WKI","WK1","L34",59.731,-144.801,16,"MDS",74120,1,1,2,3,130,26,10,0,0,0,0.215,0,0.014
"942","WKI","WK1","L34",59.731,-144.801,1,"MDS",74120,1,8,1,0,133,30,10,0,0,1,0.194,0,0.019
"943","WKI","WK1","L34",59.731,-144.801,11,"MDS",74120,1,5,1,3,137,35,10,0,0,0,0.166,0,0.017
"944","WKI","WK1","L34",59.731,-144.801,7,"MDS",74120,1,8,1,3,137,34,10,0,1,0,0.275,0,0.02
"945","WKI","WK1","L34",59.731,-144.801,7,"MDS",74120,1,5,2,3,139,29,10,0,1,0,0.226,0,0.021
"946","WKI","WK1","L34",59.731,-144.801,2,"MDS",74120,1,1,1,2,140,30,10,0,0,0,0.162,0,0.019
"947","WKI","WK1","L34",59.731,-144.801,6,"MDS",74120,1,7,2,3,141,24,10,0,1,0,0.266,0,0.018
"948","WKI","WK1","L34",59.731,-144.801,10,"MDS",74120,1,1,2,3,129,28,11,0,0,0,0.222,0,0.014
"949","WKI","WK1","L34",59.731,-144.801,3,"MDS",74120,1,7,1,3,133,26,11,0,0,0,0.201,0,0.018
"950","WKI","WK1","L34",59.731,-144.801,6,"MDS",74120,1,8,2,3,133,24,11,0,0,0,0.203,0,0.018
"951","WKI","WK1","L34",59.731,-144.801,6,"MDS",74120,1,2,1,3,134,29,11,0,1,0,0.19,0,0.014
"952","WKI","WK1","L34",59.731,-144.801,6,"MDS",74120,1,1,1,3,135,32,11,0,0,3,0.21,0,0.016
"953","WKI","WK1","L34",59.731,-144.801,7,"MDS",74120,1,4,1,3,135,23,11,0,1,0,0.216,0,0.018
"954","WKI","WK1","L34",59.731,-144.801,7,"MDS",74120,1,2,2,3,136,27,11,0,1,0,0.252,0,0.02
"955","WKI","WK1","L34",59.731,-144.801,5,"MDS",74120,1,1,1,3,137,26,11,0,1,0,0.231,0,0.019
"956","WKI","WK1","L34",59.731,-144.801,7,"MDS",74120,1,6,1,3,139,30,11,0,0,0,0.255,0,0.017
"957","WKI","WK1","L34",59.731,-144.801,7,"MDS",74120,1,9,2,3,143,25,11,0,1,0,0.222,0,0.02
"958","WKI","WK1","L34",59.731,-144.801,6,"MDS",74120,1,5,2,3,144,29,11,0,0,0,0.253,0,0.02
"959","WKI","WK1","L34",59.731,-144.801,16,"MDS",74120,1,3,2,3,199,26,11,0,1,3,0.122,0,0.013
"960","WKI","WK1","L34",59.731,-144.801,13,"MDS",74120,1,3,2,3,128,37,12,0,0,0,0.143,0,0.014
"961","WKI","WK1","L34",59.731,-144.801,13,"MDS",74120,1,4,2,3,131,35,12,0,0,0,0.175,0,0.017
"962","WKI","WK1","L34",59.731,-144.801,7,"MDS",74120,1,1,2,3,136,33,12,0,0,0,0.21,0,0.019
"963","WKI","WK1","L34",59.731,-144.801,15,"MDS",74120,1,1,1,2,147,29,12,0,0,0,0.214,0,0.023
"964","WKI","WK1","L34",59.731,-144.801,11,"MDS",74120,1,3,1,3,132,34,13,0,0,0,0.15,0,0.014
"965","WKI","WK1","L34",59.731,-144.801,16,"MDS",74120,1,4,1,3,135,23,13,0,0,0,0.23,0,0.021
"966","WKI","WK1","L34",59.731,-144.801,14,"MDS",74120,1,4,2,3,137,30,14,0,0,3,0.316,0,0.018
"967","WKI","WK1","L34",59.731,-144.801,14,"MDS",74120,1,6,1,1,137,31,15,0,0,0,0.233,0,0.009
"968","WKI","WK1","L34",59.731,-144.801,13,"MDS",74120,1,5,0,1,140,36,15,0,0,0,0.124,0,0.008
"969","WKI","WK1","L34",59.731,-144.801,15,"MDS",74120,1,2,2,2,152,24,15,0,0,0,0.322,0,0.027
"970","WKI","WK1","L34",59.731,-144.801,14,"MDS",74120,1,3,2,3,134,34,16,0,0,3,0.168,0,0.012
"971","WKI","WK1","L34",59.731,-144.801,14,"MDS",74120,1,2,1,3,136,30,16,0,0,0,0.189,0,0.013
"972","WKI","WK1","L34",59.731,-144.801,11,"MDS",74120,1,6,1,2,149,30,17,0,1,0,0.197,0,0.016
"973","WKI","WK1","L34",59.731,-144.801,11,"MDS",74120,1,1,1,3,139,30,18,0,1,0,0.246,0,0.016
"974","WKI","WK1","L34",59.731,-144.801,11,"MDS",74120,1,9,1,2,139,35,19,1,0,0,0.197,0,0.014
"975","WKI","WK1","L34",59.731,-144.801,11,"MDS",74120,1,7,1,3,141,31,19,0,0,0,0.259,0,0.015
"976","WKI","WK1","L34",59.731,-144.801,11,"MDS",74120,1,2,1,1,144,29,21,0,1,0,0.228,0,0.013
"977","WKI","WK1","M33",59.715,-144.818,4,"MDS",74120,1,5,2,3,98,30,3,0,0,0,0.085,0,0.012
"978","WKI","WK1","M33",59.715,-144.818,4,"MDS",74120,1,10,1,3,101,31,3,0,0,0,0.094,0,0.008
"979","WKI","WK1","M33",59.715,-144.818,1,"MDS",74120,1,2,2,3,103,22,3,0,0,0,0.093,0,0.009
"980","WKI","WK1","M33",59.715,-144.818,1,"MDS",74120,1,1,0,0,104,21,3,0,0,1,0.081,0,0.007
"981","WKI","WK1","M33",59.715,-144.818,9,"MDS",74120,1,4,1,3,101,23,4,0,0,0,0.09,0,0.006
"982","WKI","WK1","M33",59.715,-144.818,1,"MDS",74120,1,7,1,3,105,22,4,0,0,0,0.111,0,0.013
"983","WKI","WK1","M33",59.715,-144.818,8,"MDS",74120,1,5,2,3,113,26,4,0,0,0,0.115,0,0.011
"984","WKI","WK1","M33",59.715,-144.818,9,"MDS",74120,1,10,1,3,118,28,4,0,0,0,0.129,0,0.01
"985","WKI","WK1","M33",59.715,-144.818,4,"MDS",74120,1,4,1,3,109,30,5,0,0,0,0.138,0,0.01
"986","WKI","WK1","M33",59.715,-144.818,4,"MDS",74120,1,9,1,3,111,36,5,0,1,0,0.132,0,0.012
"987","WKI","WK1","M33",59.715,-144.818,4,"MDS",74120,1,8,1,3,111,33,5,0,0,0,0.111,0,0.011
"988","WKI","WK1","M33",59.715,-144.818,9,"MDS",74120,1,6,2,3,116,38,5,0,0,0,0.128,0,0.009
"989","WKI","WK1","M33",59.715,-144.818,10,"MDS",74120,1,9,2,3,116,37,5,0,0,0,0.142,0,0.015
"990","WKI","WK1","M33",59.715,-144.818,3,"MDS",74120,1,3,1,3,116,35,5,0,0,0,0.128,0,0.013
"991","WKI","WK1","M33",59.715,-144.818,10,"MDS",74120,1,8,1,3,117,34,5,0,0,0,0.143,0,0.013
"992","WKI","WK1","M33",59.715,-144.818,8,"MDS",74120,1,10,2,3,117,32,5,0,0,0,0.136,0,0.011
"993","WKI","WK1","M33",59.715,-144.818,9,"MDS",74120,1,9,1,3,117,31,5,0,0,0,0.138,0,0.008
"994","WKI","WK1","M33",59.715,-144.818,17,"MDS",74120,1,7,1,3,117,21,5,0,0,0,0.166,0,0.013
"995","WKI","WK1","M33",59.715,-144.818,9,"MDS",74120,1,8,1,3,118,35,5,0,0,0,0.127,0,0.009
"996","WKI","WK1","M33",59.715,-144.818,5,"MDS",74120,1,8,2,3,118,32,5,0,0,0,0.16,0,0.012
"997","WKI","WK1","M33",59.715,-144.818,17,"MDS",74120,1,2,2,3,119,35,5,0,0,0,0.156,0,0.013
"998","WKI","WK1","M33",59.715,-144.818,17,"MDS",74120,1,10,1,3,119,33,5,0,0,0,0.16,0,0.024
"999","WKI","WK1","M33",59.715,-144.818,17,"MDS",74120,1,9,1,3,119,30,5,0,0,0,0.154,0,0.011
"1000","WKI","WK1","M33",59.715,-144.818,10,"MDS",74120,1,4,1,3,119,29,5,0,0,0,0.155,0,0.015
"1001","WKI","WK1","M33",59.715,-144.818,8,"MDS",74120,1,1,2,3,120,36,5,0,0,0,0.18,0,0.015
"1002","WKI","WK1","M33",59.715,-144.818,17,"MDS",74120,1,3,2,3,120,31,5,0,0,0,0.17,0,0.012
"1003","WKI","WK1","M33",59.715,-144.818,8,"MDS",74120,1,2,1,3,122,33,5,0,0,0,0.192,0,0.03
"1004","WKI","WK1","M33",59.715,-144.818,10,"MDS",74120,1,6,1,3,123,34,5,0,0,0,0.131,0,0.016
"1005","WKI","WK1","M33",59.715,-144.818,9,"MDS",74120,1,5,2,3,123,32,5,0,0,0,0.047,0,0.01
"1006","WKI","WK1","M33",59.715,-144.818,1,"MDS",74120,1,9,1,3,124,34,5,0,0,0,0.145,0,0.017
"1007","WKI","WK1","M33",59.715,-144.818,10,"MDS",74120,1,2,2,1,110,35,6,1,0,0,0.112,0,0.009
"1008","WKI","WK1","M33",59.715,-144.818,4,"MDS",74120,1,3,2,3,110,31,6,0,0,0,0.128,0,0.014
"1009","WKI","WK1","M33",59.715,-144.818,4,"MDS",74120,1,7,1,3,112,31,6,0,0,0,0.128,0,0.012
"1010","WKI","WK1","M33",59.715,-144.818,5,"MDS",74120,1,5,1,3,113,35,6,0,0,0,0.115,0,0.009
"1011","WKI","WK1","M33",59.715,-144.818,5,"MDS",74120,1,10,2,3,114,22,6,0,1,0,0.129,0,0.011
"1012","WKI","WK1","M33",59.715,-144.818,5,"MDS",74120,1,9,2,3,115,38,6,0,0,0,0.15,0,0.011
"1013","WKI","WK1","M33",59.715,-144.818,5,"MDS",74120,1,7,1,3,116,37,6,0,0,3,0.149,0,0.014
"1014","WKI","WK1","M33",59.715,-144.818,5,"MDS",74120,1,2,1,3,118,30,6,0,0,0,0.152,0,0.013
"1015","WKI","WK1","M33",59.715,-144.818,4,"MDS",74120,1,2,2,3,119,33,6,0,0,0,0.158,0,0.009
"1016","WKI","WK1","M33",59.715,-144.818,14,"MDS",74120,1,5,1,3,119,33,6,0,0,0,0.115,0,0.012
"1017","WKI","WK1","M33",59.715,-144.818,9,"MDS",74120,1,3,1,3,119,29,6,0,0,0,0.182,0,0.014
"1018","WKI","WK1","M33",59.715,-144.818,1,"MDS",74120,1,6,2,3,119,24,6,0,0,0,0.151,0,0.016
"1019","WKI","WK1","M33",59.715,-144.818,10,"MDS",74120,1,7,2,3,120,30,6,0,0,0,0.133,0,0.014
"1020","WKI","WK1","M33",59.715,-144.818,8,"MDS",74120,1,4,2,3,122,36,6,0,0,0,0.18,0,0.013
"1021","WKI","WK1","M33",59.715,-144.818,9,"MDS",74120,1,7,1,3,122,32,6,0,0,0,0.16,0,0.012
"1022","WKI","WK1","M33",59.715,-144.818,17,"MDS",74120,1,8,1,3,123,25,6,0,0,0,0.14,0,0.007
"1023","WKI","WK1","M33",59.715,-144.818,8,"MDS",74120,1,6,1,3,127,28,6,0,0,0,0.173,0,0.013
"1024","WKI","WK1","M33",59.715,-144.818,1,"MDS",74120,1,4,1,3,127,20,6,0,0,0,0.151,0,0.013
"1025","WKI","WK1","M33",59.715,-144.818,8,"MDS",74120,1,3,1,3,128,21,6,0,0,0,0.153,0,0.013
"1026","WKI","WK1","M33",59.715,-144.818,17,"MDS",74120,1,4,2,3,129,29,6,0,0,0,0.16,0,0.013
"1027","WKI","WK1","M33",59.715,-144.818,10,"MDS",74120,1,5,2,3,130,34,6,0,0,0,0.188,0,0.016
"1028","WKI","WK1","M33",59.715,-144.818,1,"MDS",74120,1,3,1,3,136,24,6,0,0,0,0.151,0,0.017
"1029","WKI","WK1","M33",59.715,-144.818,5,"MDS",74120,1,4,1,3,115,28,7,0,0,0,0.139,0,0.01
"1030","WKI","WK1","M33",59.715,-144.818,10,"MDS",74120,1,3,1,3,115,27,7,0,1,0,0.143,0,0.013
"1031","WKI","WK1","M33",59.715,-144.818,6,"MDS",74120,1,3,1,3,117,35,7,0,0,0,0.15,0,0.009
"1032","WKI","WK1","M33",59.715,-144.818,13,"MDS",74120,1,6,1,3,118,34,7,0,0,2,0.131,0,0.013
"1033","WKI","WK1","M33",59.715,-144.818,10,"MDS",74120,1,10,2,3,120,32,7,0,0,0,0.155,0,0.01
"1034","WKI","WK1","M33",59.715,-144.818,7,"MDS",74120,1,3,1,3,121,31,7,0,0,0,0.139,0,0.015
"1035","WKI","WK1","M33",59.715,-144.818,5,"MDS",74120,1,3,1,3,126,29,7,0,0,0,0.174,0,0.016
"1036","WKI","WK1","M33",59.715,-144.818,8,"MDS",74120,1,9,2,3,127,22,7,0,0,0,0.179,0,0.016
"1037","WKI","WK1","M33",59.715,-144.818,16,"MDS",74120,1,2,1,3,130,38,7,0,0,0,0.128,0,0.017
"1038","WKI","WK1","M33",59.715,-144.818,4,"MDS",74120,1,1,1,3,110,24,8,0,0,0,0.131,0,0.009
"1039","WKI","WK1","M33",59.715,-144.818,6,"MDS",74120,1,4,2,3,119,23,8,0,1,0,0.162,0,0.014
"1040","WKI","WK1","M33",59.715,-144.818,9,"MDS",74120,1,1,2,3,123,33,8,0,0,0,0.185,0,0.017
"1041","WKI","WK1","M33",59.715,-144.818,17,"MDS",74120,1,5,1,3,124,26,8,0,0,0,0.168,0,0.008
"1042","WKI","WK1","M33",59.715,-144.818,13,"MDS",74120,1,1,1,3,127,30,8,0,0,0,0.184,0,0.017
"1043","WKI","WK1","M33",59.715,-144.818,6,"MDS",74120,1,6,2,3,128,23,8,0,0,0,0.174,0,0.015
"1044","WKI","WK1","M33",59.715,-144.818,3,"MDS",74120,1,5,2,3,129,27,8,0,0,0,0.218,0,0.016
"1045","WKI","WK1","M33",59.715,-144.818,8,"MDS",74120,1,8,2,3,130,21,8,0,0,0,0.243,0,0.02
"1046","WKI","WK1","M33",59.715,-144.818,8,"MDS",74120,1,7,2,3,135,25,8,0,0,0,0.226,0,0.02
"1047","WKI","WK1","M33",59.715,-144.818,7,"MDS",74120,1,10,2,3,113,24,9,0,0,0,0.121,0,0.011
"1048","WKI","WK1","M33",59.715,-144.818,4,"MDS",74120,1,6,2,3,122,21,9,0,0,0,0.157,0,0.013
"1049","WKI","WK1","M33",59.715,-144.818,5,"MDS",74120,1,6,2,3,124,27,9,0,0,0,0.166,0,0.014
"1050","WKI","WK1","M33",59.715,-144.818,3,"MDS",74120,1,6,2,3,127,35,9,0,0,0,0.168,0,0.018
"1051","WKI","WK1","M33",59.715,-144.818,1,"MDS",74120,1,10,1,3,129,28,9,0,0,0,0.165,0,0.017
